Time,si_T_psm1,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,si_T_psm3,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,si_T_ecm,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,joint_vars_psm1,q1,q2,q3,q4,q5,q6,jaw,joint_vars_psm3,q1,q2,q3,q4,q5,q6,jaw
lci_T_si
,,-0.04976115,0.047440402,0.29524562,0.9937468,0.11022242,0.01783984,0.111495815,-0.988143,-0.10555568,0.005993711,0.106884696,-0.99425334
rci_T_si
,,-0.05792119,0.050294437,0.39328775,0.9950663,0.09854892,0.011454966,0.0991106,-0.9926267,-0.06977982,0.004493779,0.07057086,-0.99749666
ecm_T_lc
,,0.007666607,0.00063629355,0.01577023,-0.9989534,-0.044765916,-0.009387498,0.044879016,-0.9989179,-0.012205263,-0.00883096,-0.01261379,0.99988145
ecm_T_rc
,,-0.008239545,0.013894887,-0.24892122,-0.99980205,-0.018179558,0.00808652,0.017913941,-0.9993341,-0.031788383,0.008659034,-0.031637233,0.9994619
0.025995914998929948,,0.058553103,0.057885364,0.43344694,-0.62208164,-0.6121428,-0.48815542,-0.77928483,0.4238136,0.4616242,-0.07569298,0.66758007,-0.74068034,,0.009898189,0.04229936,0.7212636,0.2631898,-0.95471376,0.13875437,-0.95285726,-0.27975214,-0.11748041,0.15097705,-0.101293445,-0.9833339,,0.050134327,0.018812144,0.31506288,-0.9977546,-0.066845514,-0.0041886843,-0.06687087,0.9907161,0.11836292,-0.0037622326,0.11837722,-0.9929615,,-0.2001191769697797,-0.11088299860811551,0.15482628502,0.0052422485871131096,0.0002732729995308809,-0.0002228358073928428,-0.0003266881322685585,,-1.5060101378025217,0.0409304842333899,0.07532481932000001,0.0004193798869690487,-0.5490054560575397,0.4207231528058356,-0.0016334406613427895
0.04599749699991662,,0.058553103,0.057885364,0.43344694,-0.62208164,-0.6121428,-0.48815542,-0.77928483,0.4238136,0.4616242,-0.07569298,0.66758007,-0.74068034,,0.009898189,0.04229936,0.7212636,0.2631898,-0.95471376,0.13875437,-0.95285726,-0.27975214,-0.11748041,0.15097705,-0.101293445,-0.9833339,,0.050134327,0.018812144,0.31506288,-0.9977546,-0.066845514,-0.0041886843,-0.06687087,0.9907161,0.11836292,-0.0037622326,0.11837722,-0.9929615,,-0.2001191769697797,-0.11088299860811551,0.15482628502,0.0052422485871131096,0.0002732729995308809,-0.0002228358073928428,-0.0003266881322685585,,-1.5060101378025217,0.0409304842333899,0.07532481932000001,0.0004193798869690487,-0.5490054560575397,0.4207231528058356,-0.0016334406613427895
0.07182239999929152,,0.058553103,0.057885364,0.43344694,-0.62208164,-0.6121428,-0.48815542,-0.77928483,0.4238136,0.4616242,-0.07569298,0.66758007,-0.74068034,,0.009897761,0.04229919,0.7212633,0.26319286,-0.9547139,0.13874833,-0.9528561,-0.2797546,-0.11748377,0.15097886,-0.101286285,-0.9833343,,0.050134327,0.018812144,0.31506288,-0.9977546,-0.066845514,-0.0041886843,-0.06687087,0.9907161,0.11836292,-0.0037622326,0.11837722,-0.9929615,,-0.2001191769697797,-0.11088299860811551,0.15482628502,0.0052422485871131096,0.0002732729995308809,-0.0002228358073928428,-0.0003266881322685585,,-1.5060024150696474,0.0409304842333899,0.07532481932000001,0.0004193798869690487,-0.5490054560575397,0.4207231528058356,-0.0016334406613427895
