Time,si_T_psm1,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,si_T_psm3,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,si_T_ecm,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,joint_vars_psm1,q1,q2,q3,q4,q5,q6,jaw,joint_vars_psm3,q1,q2,q3,q4,q5,q6,jaw
lci_T_si
,,-0.060370814,0.063342035,0.54816455,0.9988847,0.009965554,-0.04615244,0.0006852087,-0.9804292,-0.19687097,-0.047211125,0.19661976,-0.9793425
rci_T_si
,,-0.061924394,0.05314626,0.52475864,0.98981136,0.011857217,-0.14189053,-0.0067230375,-0.9915231,-0.12975667,-0.14222628,0.12938857,-0.98134106
ecm_T_lc
,,0.022782804,0.054864287,-0.33796614,-0.99125,-0.12739496,-0.0345537,0.12872347,-0.990897,-0.03941251,-0.029218202,-0.043515522,0.99862534
ecm_T_rc
,,0.022707665,0.067641795,-0.42994186,-0.99723834,0.02928547,-0.06824988,-0.024871755,-0.9975983,-0.06464576,-0.069979146,-0.06276973,0.9955716
0.022377316839993,,0.09842671,-0.016521104,0.36033225,-0.6121071,-0.43036157,-0.6634107,-0.75074726,0.052732304,0.65848154,-0.24840197,0.90111494,-0.35537052,,0.06454401,-0.024979629,0.64599675,0.12012036,-0.99001175,-0.07380991,-0.97767377,-0.1308795,0.16439155,-0.17240983,0.052415244,-0.9836297,,0.075768925,-0.019816667,0.20446195,-0.9886078,0.12970173,-0.07636778,0.108169794,0.9650451,0.23872006,0.10466077,0.22773987,-0.9680809,,-0.6113547025222349,0.009722920688648658,0.07871591396000001,0.07108489084125376,0.001503001497419845,0.5420197037342187,-0.034465597954332905,,-1.4560208879076664,-0.13676959920251608,0.14581577323,0.04759961717098703,0.003962458493197773,0.6064189972019602,0.019601287936113487
0.044554744847118855,,0.09842628,-0.016520925,0.36033255,-0.6121069,-0.43035623,-0.66341436,-0.7507475,0.05272749,0.6584816,-0.2484015,0.9011178,-0.35536364,,0.06454401,-0.024979629,0.64599675,0.12012036,-0.99001175,-0.07380991,-0.97767377,-0.1308795,0.16439155,-0.17240983,0.052415244,-0.9836297,,0.075768925,-0.019816667,0.20446195,-0.9886078,0.12970173,-0.07636778,0.108169794,0.9650451,0.23872006,0.10466077,0.22773987,-0.9680809,,-0.6113469797893606,0.009722920688648658,0.07871591396000001,0.07108489084125376,0.001503001497419845,0.5420197037342187,-0.034465597954332905,,-1.4560208879076664,-0.13676959920251608,0.14581577323,0.04759961717098703,0.003962458493197773,0.6064189972019602,0.019601287936113487
0.0711671628523618,,0.09842671,-0.016521104,0.36033225,-0.6121071,-0.43036157,-0.6634107,-0.75074726,0.052732304,0.65848154,-0.24840197,0.90111494,-0.35537052,,0.06454401,-0.024979629,0.64599675,0.12012036,-0.99001175,-0.07380991,-0.97767377,-0.1308795,0.16439155,-0.17240983,0.052415244,-0.9836297,,0.075768925,-0.019816667,0.20446195,-0.9886078,0.12970173,-0.07636778,0.108169794,0.9650451,0.23872006,0.10466077,0.22773987,-0.9680809,,-0.6113547025222349,0.009722920688648658,0.07871591396000001,0.07108489084125376,0.001503001497419845,0.5420197037342187,-0.034465597954332905,,-1.4560208879076664,-0.13676959920251608,0.14581577323,0.04759961717098703,0.003962458493197773,0.6064189972019602,0.019601287936113487
0.09307272592559457,,0.09842671,-0.016521104,0.36033225,-0.6121071,-0.43036157,-0.6634107,-0.75074726,0.052732304,0.65848154,-0.24840197,0.90111494,-0.35537052,,0.06454401,-0.024979629,0.64599675,0.12012036,-0.99001175,-0.07380991,-0.97767377,-0.1308795,0.16439155,-0.17240983,0.052415244,-0.9836297,,0.075768925,-0.019816667,0.20446195,-0.9886078,0.12970173,-0.07636778,0.108169794,0.9650451,0.23872006,0.10466077,0.22773987,-0.9680809,,-0.6113547025222349,0.009722920688648658,0.07871591396000001,0.07108489084125376,0.001503001497419845,0.5420197037342187,-0.034465597954332905,,-1.4560208879076664,-0.13676959920251608,0.14581577323,0.04759961717098703,0.003962458493197773,0.6064189972019602,0.019601287936113487
0.11790913692675531,,0.098426595,-0.016520485,0.3603327,-0.6121096,-0.43035826,-0.6634106,-0.7507433,0.052724153,0.65848655,-0.24840742,0.90111697,-0.35536158,,0.06454401,-0.024979629,0.64599675,0.12012036,-0.99001175,-0.07380991,-0.97767377,-0.1308795,0.16439155,-0.17240983,0.052415244,-0.9836297,,0.075768925,-0.019816667,0.20446195,-0.9886078,0.12970173,-0.07636778,0.108169794,0.9650451,0.23872006,0.10466077,0.22773987,-0.9680809,,-0.6113469797893606,0.009730643421522881,0.07871591396000001,0.07108489084125376,0.001503001497419845,0.5420197037342187,-0.034465597954332905,,-1.4560208879076664,-0.13676959920251608,0.14581577323,0.04759961717098703,0.003962458493197773,0.6064189972019602,0.019601287936113487
0.14196166000328958,,0.09842701,-0.016520672,0.3603324,-0.6121098,-0.4303636,-0.66340697,-0.7507431,0.052728966,0.6584865,-0.2484079,0.9011141,-0.35536838,,0.06454401,-0.024979629,0.64599675,0.12012036,-0.99001175,-0.07380991,-0.97767377,-0.1308795,0.16439155,-0.17240983,0.052415244,-0.9836297,,0.075768925,-0.019816667,0.20446195,-0.9886078,0.12970173,-0.07636778,0.108169794,0.9650451,0.23872006,0.10466077,0.22773987,-0.9680809,,-0.6113547025222349,0.009730643421522881,0.07871591396000001,0.07108489084125376,0.001503001497419845,0.5420197037342187,-0.034465597954332905,,-1.4560208879076664,-0.13676959920251608,0.14581577323,0.04759961717098703,0.003962458493197773,0.6064189972019602,0.019601287936113487
0.16631333879195154,,0.09842671,-0.016521104,0.36033225,-0.6121071,-0.43036157,-0.6634107,-0.75074726,0.052732304,0.65848154,-0.24840197,0.90111494,-0.35537052,,0.06454401,-0.024979629,0.64599675,0.12012036,-0.99001175,-0.07380991,-0.97767377,-0.1308795,0.16439155,-0.17240983,0.052415244,-0.9836297,,0.075768925,-0.019816667,0.20446195,-0.9886078,0.12970173,-0.07636778,0.108169794,0.9650451,0.23872006,0.10466077,0.22773987,-0.9680809,,-0.6113547025222349,0.009722920688648658,0.07871591396000001,0.07108489084125376,0.001503001497419845,0.5420197037342187,-0.034465597954332905,,-1.4560208879076664,-0.13676959920251608,0.14581577323,0.04759961717098703,0.003962458493197773,0.6064189972019602,0.019601287936113487
0.19243970280513167,,0.09842628,-0.016520925,0.36033255,-0.6121069,-0.43035623,-0.66341436,-0.7507475,0.05272749,0.6584816,-0.2484015,0.9011178,-0.35536364,,0.06454401,-0.024979629,0.64599675,0.12012036,-0.99001175,-0.07380991,-0.97767377,-0.1308795,0.16439155,-0.17240983,0.052415244,-0.9836297,,0.075768925,-0.019816667,0.20446195,-0.9886078,0.12970173,-0.07636778,0.108169794,0.9650451,0.23872006,0.10466077,0.22773987,-0.9680809,,-0.6113469797893606,0.009722920688648658,0.07871591396000001,0.07108489084125376,0.001503001497419845,0.5420197037342187,-0.034465597954332905,,-1.4560208879076664,-0.13676959920251608,0.14581577323,0.04759961717098703,0.003962458493197773,0.6064189972019602,0.019601287936113487
0.21783387497998774,,0.09842701,-0.016520672,0.3603324,-0.6121098,-0.4303636,-0.66340697,-0.7507431,0.052728966,0.6584865,-0.2484079,0.9011141,-0.35536838,,0.06454401,-0.024979629,0.64599675,0.12012036,-0.99001175,-0.07380991,-0.97767377,-0.1308795,0.16439155,-0.17240983,0.052415244,-0.9836297,,0.075768925,-0.019816667,0.20446195,-0.9886078,0.12970173,-0.07636778,0.108169794,0.9650451,0.23872006,0.10466077,0.22773987,-0.9680809,,-0.6113547025222349,0.009730643421522881,0.07871591396000001,0.07108489084125376,0.001503001497419845,0.5420197037342187,-0.034465597954332905,,-1.4560208879076664,-0.13676959920251608,0.14581577323,0.04759961717098703,0.003962458493197773,0.6064189972019602,0.019601287936113487
0.2416603770107031,,0.09842628,-0.016520925,0.36033255,-0.6121069,-0.43035623,-0.66341436,-0.7507475,0.05272749,0.6584816,-0.2484015,0.9011178,-0.35536364,,0.06454401,-0.024979629,0.64599675,0.12012036,-0.99001175,-0.07380991,-0.97767377,-0.1308795,0.16439155,-0.17240983,0.052415244,-0.9836297,,0.075768925,-0.019816667,0.20446195,-0.9886078,0.12970173,-0.07636778,0.108169794,0.9650451,0.23872006,0.10466077,0.22773987,-0.9680809,,-0.6113469797893606,0.009722920688648658,0.07871591396000001,0.07108489084125376,0.001503001497419845,0.5420197037342187,-0.034465597954332905,,-1.4560208879076664,-0.13676959920251608,0.14581577323,0.04759961717098703,0.003962458493197773,0.6064189972019602,0.019601287936113487
0.26553490990772843,,0.09842628,-0.016520925,0.36033255,-0.6121069,-0.43035623,-0.66341436,-0.7507475,0.05272749,0.6584816,-0.2484015,0.9011178,-0.35536364,,0.064544916,-0.024979554,0.64599735,0.12011967,-0.9900124,-0.073802456,-0.9776737,-0.13087761,0.16439342,-0.17241067,0.052407835,-0.98362994,,0.075768925,-0.019816667,0.20446195,-0.9886078,0.12970173,-0.07636778,0.108169794,0.9650451,0.23872006,0.10466077,0.22773987,-0.9680809,,-0.6113469797893606,0.009722920688648658,0.07871591396000001,0.07108489084125376,0.001503001497419845,0.5420197037342187,-0.034465597954332905,,-1.4560286106405407,-0.13676959920251608,0.14581577323,0.04759961717098703,0.003962458493197773,0.6064189972019602,0.019601287936113487
0.28681336785666645,,0.09842671,-0.016521104,0.36033225,-0.6121071,-0.43036157,-0.6634107,-0.75074726,0.052732304,0.65848154,-0.24840197,0.90111494,-0.35537052,,0.06454582,-0.024979495,0.6459979,0.120118976,-0.990013,-0.07379499,-0.97767365,-0.13087574,0.16439529,-0.1724115,0.052400425,-0.98363024,,0.075768925,-0.019816667,0.20446195,-0.9886078,0.12970173,-0.07636778,0.108169794,0.9650451,0.23872006,0.10466077,0.22773987,-0.9680809,,-0.6113547025222349,0.009722920688648658,0.07871591396000001,0.07108489084125376,0.001503001497419845,0.5420197037342187,-0.034465597954332905,,-1.4560363333734148,-0.13676959920251608,0.14581577323,0.04759961717098703,0.003962458493197773,0.6064189972019602,0.019601287936113487
0.3075353598687798,,0.09842701,-0.016520672,0.3603324,-0.6121098,-0.4303636,-0.66340697,-0.7507431,0.052728966,0.6584865,-0.2484079,0.9011141,-0.35536838,,0.06454582,-0.024979495,0.6459979,0.120118976,-0.990013,-0.07379499,-0.97767365,-0.13087574,0.16439529,-0.1724115,0.052400425,-0.98363024,,0.075768925,-0.019816667,0.20446195,-0.9886078,0.12970173,-0.07636778,0.108169794,0.9650451,0.23872006,0.10466077,0.22773987,-0.9680809,,-0.6113547025222349,0.009730643421522881,0.07871591396000001,0.07108489084125376,0.001503001497419845,0.5420197037342187,-0.034465597954332905,,-1.4560363333734148,-0.13676959920251608,0.14581577323,0.04759961717098703,0.003962458493197773,0.6064189972019602,0.019601287936113487
0.3329088978935033,,0.09842628,-0.016520925,0.36033255,-0.6121069,-0.43035623,-0.66341436,-0.7507475,0.05272749,0.6584816,-0.2484015,0.9011178,-0.35536364,,0.06454582,-0.024979495,0.6459979,0.120118976,-0.990013,-0.07379499,-0.97767365,-0.13087574,0.16439529,-0.1724115,0.052400425,-0.98363024,,0.075768925,-0.019816667,0.20446195,-0.9886078,0.12970173,-0.07636778,0.108169794,0.9650451,0.23872006,0.10466077,0.22773987,-0.9680809,,-0.6113469797893606,0.009722920688648658,0.07871591396000001,0.07108489084125376,0.001503001497419845,0.5420197037342187,-0.034465597954332905,,-1.4560363333734148,-0.13676959920251608,0.14581577323,0.04759961717098703,0.003962458493197773,0.6064189972019602,0.019601287936113487
0.3556948588229716,,0.09842671,-0.016521104,0.36033225,-0.6121071,-0.43036157,-0.6634107,-0.75074726,0.052732304,0.65848154,-0.24840197,0.90111494,-0.35537052,,0.06454582,-0.024979495,0.6459979,0.120118976,-0.990013,-0.07379499,-0.97767365,-0.13087574,0.16439529,-0.1724115,0.052400425,-0.98363024,,0.075768925,-0.019816667,0.20446195,-0.9886078,0.12970173,-0.07636778,0.108169794,0.9650451,0.23872006,0.10466077,0.22773987,-0.9680809,,-0.6113547025222349,0.009722920688648658,0.07871591396000001,0.07108489084125376,0.001503001497419845,0.5420197037342187,-0.034465597954332905,,-1.4560363333734148,-0.13676959920251608,0.14581577323,0.04759961717098703,0.003962458493197773,0.6064189972019602,0.019601287936113487
0.37639922089874744,,0.09842701,-0.016520672,0.3603324,-0.6121098,-0.4303636,-0.66340697,-0.7507431,0.052728966,0.6584865,-0.2484079,0.9011141,-0.35536838,,0.06454401,-0.024979629,0.64599675,0.12012036,-0.99001175,-0.07380991,-0.97767377,-0.1308795,0.16439155,-0.17240983,0.052415244,-0.9836297,,0.075768925,-0.019816667,0.20446195,-0.9886078,0.12970173,-0.07636778,0.108169794,0.9650451,0.23872006,0.10466077,0.22773987,-0.9680809,,-0.6113547025222349,0.009730643421522881,0.07871591396000001,0.07108489084125376,0.001503001497419845,0.5420197037342187,-0.034465597954332905,,-1.4560208879076664,-0.13676959920251608,0.14581577323,0.04759961717098703,0.003962458493197773,0.6064189972019602,0.019601287936113487
