Task Time,PC1 Time,PC2 Time,Gaze Calib,s_T_psm1,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,s_T_psm3,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,cart_T_ecm,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,ecm_T_psm1,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,ecm_T_psm3,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,psm1_joints,q1,q2,q3,q4,q5,q6,jaw,psm3_joints,q1,q2,q3,q4,q5,q6,jaw,ecm_joints,q1,q2,q3,q4,ecmi_T_ecm,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,Sample #,Task Duration (s),Collisions (binary),Collisions (increments),Cumulative Collision Time (s)
""
lci_T_si,,,,,-0.06872824,0.020488411,0.28347856,0.9955044,0.040020403,0.08584546,0.08549299,-0.7697877,-0.63254863,0.040767934,0.63704413,-0.7697485
rci_T_si,,,,,-0.07892798,0.02531897,0.2938694,0.99532354,0.021085678,0.09426811,0.07746176,-0.7572718,-0.64848983,0.057712737,0.6527594,-0.75536376
ecm_T_lc,,,,,-4.4061628e-05,-0.00034663224,-0.01840835,-0.99912,0.030754527,0.028518902,-0.031987965,-0.99852574,-0.043852776,0.027128186,-0.04472645,0.9986309
ecm_T_rc,,,,,-0.0043358393,0.01870579,-0.007592615,-0.99555075,-0.052743673,-0.078081585,0.04863213,-0.9973746,0.053654674,-0.08070653,0.04961868,0.9955021
cart_T_ecmi,,,,,0.08932657,1.3456689,0.48102748,0.99604726,0.0027154682,-0.08878317,-0.053858917,-0.7763621,-0.6279818,-0.07063315,0.6302813,-0.7731471
ecmac_T_ecmrep_psm1,,,,,0.08626859,-0.2052861,-0.33370098,0.999004,0.025128257,0.036871605,-0.023534218,0.9987958,-0.04304718,-0.037908904,0.04213656,0.9983924
ecmac_T_ecmrep_psm3,,,,,-0.16209933,-0.49188918,-0.56672233,0.99379694,-0.09876928,0.05111077,0.087427974,0.9779163,0.18983154,-0.068731576,-0.18418549,0.98048544
""
0,10:27:43.350123,NaN,0,,0.028034719,0.04941243,0.07515034,-0.86696047,-0.36962315,-0.33430228,-0.49175417,0.74342984,0.4533099,0.080976516,0.5573964,-0.8262881,,0.14026147,-0.044518918,0.07220137,-0.7432052,-0.617576,0.25738275,-0.44480875,0.7434412,0.49944013,-0.49979106,0.2567003,-0.8272327,,0.089294754,1.3456697,0.48103744,0.9960495,0.0027479164,-0.08875693,-0.053817287,-0.776362,-0.6279855,-0.07063315,0.6302813,-0.7731471,,-0.07258254,0.2788991,-0.08145212,0.8814561,0.28350493,0.37770382,-0.24640654,0.9583633,-0.144304,-0.4028884,0.034128945,0.9146126,,0.05497879,0.44369498,-0.37551275,0.8665979,0.45699197,-0.20041563,-0.4980132,0.7667157,-0.4051295,-0.03147913,0.450894,0.89202225,,0.8189803758457608,-0.08605441241748371,0.15336536619000002,0.637038048305985,0.1186004817964023,0.30416851620138563,0.8702971843634397,,-0.6228924654363263,-0.684488982841141,0.12752382504,1.4491671994215478,0.22722649910992745,0.789629468470602,0.8676836793052913,,-0.06956664232292899,-0.10093020898126709,0.09392615648,-0.034016912529394594,,-3.2432377e-05,5.6028366e-06,-5.364418e-06,0.99999994,3.2316893e-05,2.6341528e-05,-3.2313168e-05,1.0,2.95043e-06,-2.6337802e-05,-2.95043e-06,1.0,NaN,NaN,NaN,NaN,NaN
0.017244138000023668,10:27:43.372723,NaN,0,,0.028034719,0.04941243,0.07515034,-0.86696047,-0.36962315,-0.33430228,-0.49175417,0.74342984,0.4533099,0.080976516,0.5573964,-0.8262881,,0.14026147,-0.044518918,0.07220137,-0.7432052,-0.617576,0.25738275,-0.44480875,0.7434412,0.49944013,-0.49979106,0.2567003,-0.8272327,,0.089294754,1.3456697,0.48103744,0.9960495,0.0027479164,-0.08875693,-0.053817287,-0.776362,-0.6279855,-0.07063315,0.6302813,-0.7731471,,-0.07258254,0.2788991,-0.08145212,0.8814561,0.28350493,0.37770382,-0.24640654,0.9583633,-0.144304,-0.4028884,0.034128945,0.9146126,,0.05497879,0.44369498,-0.37551275,0.8665979,0.45699197,-0.20041563,-0.4980132,0.7667157,-0.4051295,-0.03147913,0.450894,0.89202225,,0.8189803758457608,-0.08605441241748371,0.15336536619000002,0.637038048305985,0.1186004817964023,0.30416851620138563,0.8702971843634397,,-0.6228924654363263,-0.684488982841141,0.12752382504,1.4491671994215478,0.22722649910992745,0.789629468470602,0.8676836793052913,,-0.06956664232292899,-0.10093020898126709,0.09392615648,-0.034016912529394594,,-3.2432377e-05,5.6028366e-06,-5.364418e-06,0.99999994,3.2316893e-05,2.6341528e-05,-3.2313168e-05,1.0,2.95043e-06,-2.6337802e-05,-2.95043e-06,1.0,NaN,NaN,NaN,NaN,NaN
