Task Time,PC1 Time,PC2 Time,Gaze Calib,s_T_psm1,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,s_T_psm3,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,cart_T_ecm,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,ecm_T_psm1,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,ecm_T_psm3,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,psm1_joints,q1,q2,q3,q4,q5,q6,jaw,psm3_joints,q1,q2,q3,q4,q5,q6,jaw,ecm_joints,q1,q2,q3,q4
""
lci_T_si,,,,,-0.07152707,0.049801495,0.4795686,0.9947168,-0.005437465,0.102513075,0.050665822,-0.84249645,-0.53631395,0.089283094,0.5386744,-0.8377699
rci_T_si,,,,,-0.06390745,0.032424062,0.6328175,0.99964297,0.021414347,0.01598132,0.026542194,-0.8647473,-0.5015054,0.003080393,0.50175047,-0.8650069
ecm_T_lc,,,,,-0.010503502,0.0353613,-0.35674977,-0.9933329,0.103684954,0.050389625,-0.112544216,-0.96688193,-0.22907005,0.024969695,-0.2332139,0.9721048
ecm_T_rc,,,,,-0.045470465,0.07002666,-0.40169618,-0.98767287,0.15394595,0.028337218,-0.15650986,-0.96815085,-0.19541891,-0.0026492458,-0.19744499,0.9803104
cart_T_ecmi,,,,,0.1710136,1.3200647,0.5392175,0.9903206,-0.016193818,-0.1378509,-0.07697097,-0.8905407,-0.44834444,-0.115501426,0.45461524,-0.88316727
ecmac_T_ecmrep_psm1,,,,,-0.040727746,0.23137592,-0.21310239,0.98627466,0.1643199,0.016164957,-0.16233762,0.9471621,0.2766415,0.03014687,-0.27546868,0.96083724
ecmac_T_ecmrep_psm3,,,,,-0.03207139,0.39064074,-0.46404764,0.9917923,0.12441902,0.029460106,-0.1278581,0.9641174,0.23265849,0.00054414105,-0.23451562,0.9721122
""
0,13:06:32.364507,NaN,0,,0.058397323,-0.011476055,0.009170324,-0.6022867,0.44903737,-0.6600121,0.52213836,-0.4038121,-0.75120395,-0.60383946,-0.79705775,0.008750945,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,0.1710483,1.3200667,0.53922373,0.99031967,-0.016226731,-0.13785367,-0.07699372,-0.89057,-0.4482823,-0.115494184,0.45455664,-0.8831984,,-0.030993782,0.13183531,-0.110738635,0.65284276,-0.44128078,0.6156846,0.17961566,-0.69943184,-0.691761,0.73589027,0.56219774,-0.3773581,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1.2749305247399758,-0.5602147654291202,0.19775422466000003,2.3487370569701573,0.6298942639186805,-0.7978785517296594,-0.1261016190556636,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,-0.18467328815352002,-0.3220459719164287,0.10864944584,0.03172731264760842
