Task Time,PC1 Time,PC2 Time,Gaze Calib,s_T_psm1,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,s_T_psm3,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,cart_T_ecm,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,ecm_T_psm1,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,ecm_T_psm3,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,psm1_joints,q1,q2,q3,q4,q5,q6,jaw,psm3_joints,q1,q2,q3,q4,q5,q6,jaw,ecm_joints,q1,q2,q3,q4
""
lci_T_si,,,,,-0.059193056,0.05743593,0.5176609,0.9963552,-0.024019377,0.081849754,0.020475492,-0.8641396,-0.50283545,0.08280741,0.50267863,-0.8604982
rci_T_si,,,,,-0.05063641,0.038468003,0.6849322,0.9999979,-0.0007868036,-0.0018883237,-0.0016241734,-0.86657953,-0.4990363,-0.0012437392,0.4990383,-0.866579
ecm_T_lc,,,,,-0.010503502,0.0353613,-0.35674977,-0.9933329,0.103684954,0.050389625,-0.112544216,-0.96688193,-0.22907005,0.024969695,-0.2332139,0.9721048
ecm_T_rc,,,,,-0.045470465,0.07002666,-0.40169618,-0.98767287,0.15394595,0.028337218,-0.15650986,-0.96815085,-0.19541891,-0.0026492458,-0.19744499,0.9803104
cart_T_ecmi,,,,,0.17635037,1.3281137,0.5574724,0.9922778,-0.056576427,-0.110380545,-0.101520255,-0.8817385,-0.4606852,-0.07126285,0.46833354,-0.8806732
ecmac_T_ecmrep_psm1,,,,,-0.040727746,0.23137592,-0.21310239,0.98627466,0.1643199,0.016164957,-0.16233762,0.9471621,0.2766415,0.03014687,-0.27546868,0.96083724
ecmac_T_ecmrep_psm3,,,,,-0.03207139,0.39064074,-0.46404764,0.9917923,0.12441902,0.029460106,-0.1278581,0.9641174,0.23265849,0.00054414105,-0.23451562,0.9721122
""
0,11:17:10.605125,NaN,0,,0.053875856,-0.00050700456,0.07017386,-0.31403378,0.3897975,-0.86570233,0.59271115,-0.63182163,-0.4994948,-0.7416713,-0.6699697,-0.032623947,,0.032051757,0.044723198,0.049491078,0.046188943,-0.62045854,0.78287774,0.17148212,-0.76715535,-0.61811537,0.9841038,0.16279972,0.07096347,,0.1762944,1.3281275,0.55747277,0.99228036,-0.056551706,-0.11037032,-0.101488166,-0.8817764,-0.46061975,-0.07127311,0.4682652,-0.8807087,,-0.038471118,0.16651106,-0.11249236,0.39214417,-0.4142601,0.82134736,0.14251648,-0.8547231,-0.49913678,0.908797,0.3127891,-0.2761358,,0.0011117259,0.34885097,-0.32786456,-0.11152612,0.55494857,-0.8243749,0.65982145,-0.5789569,-0.47900373,-0.7431,-0.5973617,-0.30159816,,1.3102002457765591,-0.5456110775639617,0.15559498499000002,2.7387603518513726,0.6296209909191496,-0.7976557159222665,-0.1261016190556636,,-0.9284037779406479,-0.31779045777433856,0.18932185821000003,-1.2950450909604225,-1.2342375023812235,1.0198332374728267,0.02188810486199342,,-0.15580336066396883,-0.3093683365622549,0.088225436,0.08275268144170031
0.07713646799675189,11:17:10.710722,NaN,0,,0.053875856,-0.00050700456,0.07017386,-0.31403378,0.3897975,-0.86570233,0.59271115,-0.63182163,-0.4994948,-0.7416713,-0.6699697,-0.032623947,,0.032050762,0.044722423,0.04949078,0.04619465,-0.62045693,0.78287864,0.17148685,-0.76715505,-0.6181143,0.9841027,0.1628071,0.07096182,,0.1762944,1.3281275,0.55747277,0.99228036,-0.056551706,-0.11037032,-0.101488166,-0.8817764,-0.46061975,-0.07127311,0.4682652,-0.8807087,,-0.038471118,0.16651106,-0.11249236,0.39214417,-0.4142601,0.82134736,0.14251648,-0.8547231,-0.49913678,0.908797,0.3127891,-0.2761358,,0.0011126882,0.34885013,-0.3278648,-0.1115314,0.5549464,-0.8243756,0.659825,-0.5789528,-0.4790037,-0.743096,-0.59736764,-0.30159613,,1.3102002457765591,-0.5456110775639617,0.15559498499000002,2.7387603518513726,0.6296209909191496,-0.7976557159222665,-0.1261016190556636,,-0.9283960552077737,-0.31779045777433856,0.18932185821000003,-1.2950450909604225,-1.2342375023812235,1.0198332374728267,0.02188810486199342,,-0.15580336066396883,-0.3093683365622549,0.088225436,0.08275268144170031
