Task Time,PC1 Time,PC2 Time,Gaze Calib,s_T_psm1,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,s_T_psm3,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,cart_T_ecm,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,ecm_T_psm1,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,ecm_T_psm3,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,psm1_joints,q1,q2,q3,q4,q5,q6,jaw,psm3_joints,q1,q2,q3,q4,q5,q6,jaw,ecm_joints,q1,q2,q3,q4,ecmi_T_ecm,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,Sample #,Task Duration (s),Collisions (binary),Collisions (increments),Cumulative Collision Time (s),Clutch Press,MTMR Angle,MTML Angle
""
lci_T_si,,,,,-0.06911255,0.020764593,0.26076955,0.9953428,0.0400677,0.08767717,0.08684432,-0.7674894,-0.63515204,0.041842222,0.6398083,-0.76739466
rci_T_si,,,,,-0.07835912,0.026536781,0.2722765,0.9955334,0.015615062,0.093109466,0.07183176,-0.76526916,-0.63969004,0.061265003,0.643521,-0.76297265
ecm_T_lc,,,,,-4.4061628e-05,-0.00034663224,-0.01840835,-0.99912,0.030754527,0.028518902,-0.031987965,-0.99852574,-0.043852776,0.027128186,-0.04472645,0.9986309
ecm_T_rc,,,,,-0.0043358393,0.01870579,-0.007592615,-0.99555075,-0.052743673,-0.078081585,0.04863213,-0.9973746,0.053654674,-0.08070653,0.04961868,0.9955021
cart_T_ecmi,,,,,0.08746113,1.3322496,0.46482307,0.99604315,0.0028804142,-0.08882411,-0.053876545,-0.77529705,-0.6292947,-0.0706777,0.63159025,-0.7720741
ecmac_T_ecmrep_psm1,,,,,0.08626859,-0.2052861,-0.33370098,0.999004,0.025128257,0.036871605,-0.023534218,0.9987958,-0.04304718,-0.037908904,0.04213656,0.9983924
ecmac_T_ecmrep_psm3,,,,,-0.16209933,-0.49188918,-0.56672233,0.99379694,-0.09876928,0.05111077,0.087427974,0.9779163,0.18983154,-0.068731576,-0.18418549,0.98048544
""
0,11:40:46.154062,NaN,0,,0.0069486005,0.01166933,0.07086815,-0.63547015,-0.16648309,-0.7539634,-0.48195642,0.84841776,0.21887219,0.60323757,0.5024643,-0.6193818,,0.15376794,-0.03424967,0.04609424,-0.62510663,-0.17859237,0.7598333,0.2224341,0.8923475,0.39273286,-0.7481743,0.41451266,-0.5180872,,0.08742451,1.3322521,0.4648329,0.99604446,0.0028986246,-0.08880933,-0.05385315,-0.775297,-0.6292968,-0.0706777,0.63159025,-0.7720741,,-0.048818175,0.24905907,-0.12539168,0.6061649,0.07946742,0.791359,0.07409619,0.98502594,-0.15567142,-0.79188,0.15299922,0.5911999,,0.044945374,0.43159407,-0.3738148,0.6925604,-0.018437224,-0.72112423,-0.32434994,0.8849606,-0.33412847,0.6443269,0.46530077,0.60690856,,0.8265332085967524,-0.35657402226869406,0.16341420627000003,0.6385058779103767,-0.24266642358342222,0.5036834000511095,0.8722573131570512,,-0.6686110440517353,-0.5506617448637044,0.14974482822000001,2.137369593937757,0.35785099288568856,0.6492989541186304,0.8755241944797366,,-0.06956664232292899,-0.09922196797587764,0.1150502548,-0.034016912529394594,,-3.730133e-05,4.172325e-06,-5.9604645e-06,1.0,1.8134713e-05,1.4837831e-05,-1.8134713e-05,1.0,1.66893e-06,-1.4837831e-05,-1.66893e-06,0.99999994,1,0.003,0,0,0.0,False,1.0466017538240733,1.0502874705711984
