Task Time,PC1 Time,PC2 Time,Gaze Calib,s_T_psm1,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,s_T_psm3,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,cart_T_ecm,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,ecm_T_psm1,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,ecm_T_psm3,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,psm1_joints,q1,q2,q3,q4,q5,q6,jaw,psm3_joints,q1,q2,q3,q4,q5,q6,jaw,ecm_joints,q1,q2,q3,q4,ecmi_T_ecm,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,Sample #,Task Duration (s),Collisions (binary),Collisions (increments),Cumulative Collision Time (s)
""
lci_T_si,,,,,-0.06886932,0.020752084,0.27512208,0.9954985,0.03986373,0.08598621,0.08549342,-0.76930076,-0.63314074,0.04090991,0.6376419,-0.76924586
rci_T_si,,,,,-0.07899528,0.025557153,0.2850184,0.9954069,0.02111666,0.093376406,0.076827765,-0.7581446,-0.6475448,0.057118837,0.6517445,-0.7562847
ecm_T_lc,,,,,-4.4061628e-05,-0.00034663224,-0.01840835,-0.99912,0.030754527,0.028518902,-0.031987965,-0.99852574,-0.043852776,0.027128186,-0.04472645,0.9986309
ecm_T_rc,,,,,-0.0043358393,0.01870579,-0.007592615,-0.99555075,-0.052743673,-0.078081585,0.04863213,-0.9973746,0.053654674,-0.08070653,0.04961868,0.9955021
cart_T_ecmi,,,,,0.08864471,1.3406557,0.47494707,0.99604553,0.0027576487,-0.08880159,-0.05387383,-0.7760416,-0.6283765,-0.07064658,0.6306757,-0.77282417
ecmac_T_ecmrep_psm1,,,,,0.08626859,-0.2052861,-0.33370098,0.999004,0.025128257,0.036871605,-0.023534218,0.9987958,-0.04304718,-0.037908904,0.04213656,0.9983924
ecmac_T_ecmrep_psm3,,,,,-0.16209933,-0.49188918,-0.56672233,0.99379694,-0.09876928,0.05111077,0.087427974,0.9779163,0.18983154,-0.068731576,-0.18418549,0.98048544
""
0,10:49:14.247980,NaN,0,,0.028349118,0.04993818,0.074795425,-0.8671221,-0.36987013,-0.33360922,-0.4915449,0.74369526,0.45310155,0.08051479,0.5568785,-0.8266823,,0.14067319,-0.044962175,0.07083276,-0.74314517,-0.6174793,0.25778762,-0.44482777,0.74369776,0.49904084,-0.49986362,0.2561887,-0.8273474,,0.08859776,1.3406581,0.47494057,0.9960486,0.0028024097,-0.08876535,-0.053816378,-0.77604145,-0.6283816,-0.07064658,0.6306757,-0.77282417,,-0.07266099,0.2788335,-0.089131005,0.88155967,0.2837974,0.37724206,-0.24622457,0.95823187,-0.14548239,-0.4027729,0.035365142,0.91461647,,0.05515107,0.44406408,-0.3831928,0.8665761,0.45701677,-0.20045352,-0.4980137,0.7661447,-0.40620762,-0.032067284,0.4518384,0.8915233,,0.8183548344829487,-0.08605441241748371,0.15336277361,0.637038048305985,0.1186004817964023,0.30416851620138563,0.8702971843634397,,-0.6228924654363263,-0.6848365058204811,0.12736827024000003,1.4489575094780633,0.2273631356096929,0.7896814080471868,0.8676836793052914,,-0.06956664232292899,-0.10007281598622488,0.10184858632,-0.034016912529394594,,-4.6435744e-05,-5.9604645e-06,7.6293945e-06,1.0,4.4576824e-05,3.637001e-05,-4.45731e-05,1.0,4.082918e-06,-3.6381185e-05,-4.053116e-06,0.99999994,NaN,NaN,NaN,NaN,NaN
0.016187045999686234,10:49:14.266001,NaN,0,,0.028349118,0.04993818,0.074795425,-0.8671221,-0.36987013,-0.33360922,-0.4915449,0.74369526,0.45310155,0.08051479,0.5568785,-0.8266823,,0.14067319,-0.044962175,0.07083276,-0.74314517,-0.6174793,0.25778762,-0.44482777,0.74369776,0.49904084,-0.49986362,0.2561887,-0.8273474,,0.08859776,1.3406581,0.47494057,0.9960486,0.0028024097,-0.08876535,-0.053816378,-0.77604145,-0.6283816,-0.07064658,0.6306757,-0.77282417,,-0.07266099,0.2788335,-0.089131005,0.88155967,0.2837974,0.37724206,-0.24622457,0.95823187,-0.14548239,-0.4027729,0.035365142,0.91461647,,0.05515107,0.44406408,-0.3831928,0.8665761,0.45701677,-0.20045352,-0.4980137,0.7661447,-0.40620762,-0.032067284,0.4518384,0.8915233,,0.8183548344829487,-0.08605441241748371,0.15336277361,0.637038048305985,0.1186004817964023,0.30416851620138563,0.8702971843634397,,-0.6228924654363263,-0.6848365058204811,0.12736827024000003,1.4489575094780633,0.2273631356096929,0.7896814080471868,0.8676836793052914,,-0.06956664232292899,-0.10007281598622488,0.10184858632,-0.034016912529394594,,-4.6435744e-05,-5.9604645e-06,7.6293945e-06,1.0,4.4576824e-05,3.637001e-05,-4.45731e-05,1.0,4.082918e-06,-3.6381185e-05,-4.053116e-06,0.99999994,6,0.018,0,0,0.0
