Task Time,PC1 Time,PC2 Time,Gaze Calib,s_T_psm1,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,s_T_psm3,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,cart_T_ecm,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,ecm_T_psm1,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,ecm_T_psm3,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,psm1_joints,q1,q2,q3,q4,q5,q6,jaw,psm3_joints,q1,q2,q3,q4,q5,q6,jaw,ecm_joints,q1,q2,q3,q4,ecmi_T_ecm,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,Sample #,Task Duration (s),Collisions (binary),Collisions (increments),Cumulative Collision Time (s),Clutch Press,MTMR Angle,MTML Angle
""
lci_T_si,,,,,-0.071118124,0.013903125,0.25454396,0.9901862,-0.08084544,0.11399696,0.013384873,-0.7570853,-0.6531789,0.13911195,0.64829457,-0.7485733
rci_T_si,,,,,-0.08147662,0.01856703,0.26535848,0.98740834,-0.096447565,0.12539017,0.012030307,-0.74456626,-0.6674401,0.15773426,0.6605444,-0.73403066
ecm_T_lc,,,,,-4.4061628e-05,-0.00034663224,-0.01840835,-0.99912,0.030754527,0.028518902,-0.031987965,-0.99852574,-0.043852776,0.027128186,-0.04472645,0.9986309
ecm_T_rc,,,,,-0.0043358393,0.01870579,-0.007592615,-0.99555075,-0.052743673,-0.078081585,0.04863213,-0.9973746,0.053654674,-0.08070653,0.04961868,0.9955021
cart_T_ecmi,,,,,0.10934876,1.3586837,0.45858383,0.9961387,0.033234157,-0.08125972,-0.025833456,-0.77364326,-0.6330946,-0.0839064,0.63274926,-0.76979744
ecmac_T_ecmrep_psm1,,,,,0.011947535,-0.24624088,-0.3140189,0.99787813,0.060519684,0.024013558,-0.059408683,0.9972389,-0.04455629,-0.026643785,0.04303513,0.9987182
ecmac_T_ecmrep_psm3,,,,,-0.020729378,-0.4297972,-0.5440064,0.99962926,-0.018584386,0.019899037,0.019259674,0.999226,-0.034299888,-0.019246193,0.03467042,0.99921346
""
0,10:47:23.253073,10:47:07.055659,0,,0.1297001,-0.004919529,0.015509665,-0.8781943,-0.42896664,-0.21157087,-0.08163665,-0.30141652,0.9499912,-0.47128558,0.85154897,0.22968271,,0.023921683,-0.010714039,0.012893289,0.13687977,-0.5889472,0.7964955,-0.4276159,0.6901568,0.5838047,-0.8935369,-0.4205054,-0.15737483,,0.109374546,1.3586822,0.45858026,0.9961382,0.0332195,-0.08127171,-0.025852324,-0.77364385,-0.63309306,-0.0839064,0.63274926,-0.76979744,,-0.08744262,0.25137186,-0.06268876,0.9066487,0.30993444,0.28623202,-0.38395488,0.325016,0.86425877,0.1748336,-0.8934793,0.41367617,,0.03947174,0.43924958,-0.30222124,-0.019340014,0.6783064,-0.7345246,-0.9156399,0.28303075,0.28547722,0.40153408,0.67808115,0.61561054,,1.2397071401006379,0.12255204798106874,0.18857778775000003,0.6882023945162089,0.5405339930720824,1.374785808821374,-0.40868685346796685,,-0.5753049854653548,-0.2446639001883067,0.19032648296000002,0.4260899651605535,1.2342375023812235,-0.5340080911167625,0.712506816477726,,-0.03987204676181046,-0.09379617566374027,0.05836094732,-0.08765896690267068,,2.6036054e-05,-2.3841858e-07,1.5497208e-06,0.99999994,-1.4588237e-05,-1.1980534e-05,1.4577061e-05,0.99999994,-1.5795231e-06,1.1987984e-05,1.5795231e-06,1.0,38,0.115,1,1,0.09,False,-0.2602950796533112,0.8869555513342902
0.1259778469975572,10:47:23.287165,10:47:07.055659,0,,0.12990688,-0.0051055253,0.01564242,-0.87786025,-0.42903325,-0.2128182,-0.08289292,-0.30154988,0.9498402,-0.47168833,0.8514682,0.22915474,,0.023918211,-0.010718569,0.012892693,0.13686034,-0.5889532,0.7964945,-0.42763937,0.69014806,0.5837978,-0.8935287,-0.4205113,-0.15740573,,0.109374546,1.3586822,0.45858026,0.9961382,0.0332195,-0.08127171,-0.025852324,-0.77364385,-0.63309306,-0.0839064,0.63274926,-0.76979744,,-0.08767968,0.25132173,-0.06287921,0.9062262,0.3099943,0.28750232,-0.38516194,0.3248614,0.8637797,0.17436838,-0.89351475,0.41379592,,0.039475042,0.43924597,-0.30222425,-0.01932322,0.6783128,-0.7345192,-0.9156509,0.28302068,0.28545186,0.40150976,0.67807895,0.6156288,,1.238440611909265,0.12255204798106874,0.18836001103000002,0.6873636347422708,0.5395775375737243,1.375239019186687,-0.4093402297325037,,-0.5752818172667322,-0.24468706838692936,0.19032648296000002,0.4260899651605535,1.2342375023812235,-0.5340080911167625,0.712506816477726,,-0.03987204676181046,-0.09379617566374027,0.05836094732,-0.08765896690267068,,2.6036054e-05,-2.3841858e-07,1.5497208e-06,0.99999994,-1.4588237e-05,-1.1980534e-05,1.4577061e-05,0.99999994,-1.5795231e-06,1.1987984e-05,1.5795231e-06,1.0,55,0.167,1,1,0.142,False,-0.25922268071993226,0.8868589909327316
